Source,"Product 
Type",TableName,Source System FIeld Name,IMPACTED FIELD FOR RULE CODE (for DQ team reference),New_Rule_Code_Format,Data Field,Rule Description,Logic,main_table,main_column,sub_table,sub_column,dependency_table,dependency_column,rule_logic_desc
TCS,Loan and Deposit,MIS004,MI004_CUSM_NAME,"Entity Type
Name",Name_Rule_1_TCS,Customer Name,Name <> 'BLANK' or min len > 3 char or like 'DUMMY',,MIS004,MIS004.MI004_CUSM_NAME,,,,,Name specific check with length check and unallowed values with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUSTOMER_NAME","Entity Type
Name",Name_Rule_1_Tomswin,Customer Name,Name <> 'BLANK' or min len > 3 char or like 'DUMMY',,TMS_Customers,TMS_Customers.CUSTOMER_NAME,,,,,Name specific check with length check and unallowed values with Entity Type
WMS,_,DL_CIF,DL_CIF.CIF_CLEINT_NAME,Name,Name_Rule_1_WMS,Customer Name,Name <> 'BLANK' or min len > 3 char or like 'DUMMY',,DL_CIF,DL_CIF.CIF_CLEINT_NAME,,,,,Name specific check with length check and unallowed values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNAM","Entity Type
Name",Name_Rule_2_AMS,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,FLACM,FLACM.FLMNAM,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFNA1 
CFMAST.CFNA1A","Entity Type
Name Line 1
Name Line 2",Name_Rule_2_CLS,Customer Name,"Name valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,CFMAST,"CFMAST.CFNA1,CFMAST.CFNA1A",,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_CARDHOLDER_NAME","Entity Type
Name",Name_Rule_2_CPR,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,FTDWM601,FTDWM601.CB_CARDHOLDER_NAME,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
MAS,_,CLMST,"CLMST.C1NLTY
CLMST.C1NM4","Entity Type
Name 1
Name 2",Name_Rule_2_MAS,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,CLMST,"CLMST.C1NLTY,CLMST.C1NM4",,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_LEGAL_NAME","Entity Type
Name",Name_Rule_2_MRX,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_LEGAL_NAME,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldName","Entity Type
Name",Name_Rule_2_POR,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,tblCustomers,tblCustomers.fldName,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_CUSM_NAME","Entity Type
Name",Name_Rule_2_TCS,Customer Name,"Name valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,MIS004,MIS004.MI004_CUSM_NAME,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUSTOMER_NAME","Entity Type
Name",Name_Rule_2_Tomswin,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,TMS_Customers,TMS_Customers.CUSTOMER_NAME,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
WMS,_,DL_CIF,DL_CIF.CIF_CLEINT_NAME,"Entity Type = IDV
Name",Name_Rule_2_WMS,Customer Name,"Valid value are (A to Z & a to z) & allowed symbols only are ""@"", ""_"", "" ' "", ""/"", ""."", ""("", "")""",,DL_CIF,DL_CIF.CIF_CLEINT_NAME,,,,,Regex: allow specific symbols with Uppercase/lowercase alphabets with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNAM","Entity Type
Name",Name_Rule_3_AMS,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,FLACM,FLACM.FLMNAM,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFNA1 
CFMAST.CFNA1A","Entity Type
Name Line 1
Name Line 2",Name_Rule_3_CLS,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,CFMAST,"CFMAST.CFNA1,CFMAST.CFNA1A",,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_ENTITY_TYP
FTDWD613.CO_COMPANY_NAME","Entity Type
Name",Name_Rule_3_CPR,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,FTDWD613,FTDWD613.CO_COMPANY_NAME,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1NM4","Entity Type
Name 1
Name 2",Name_Rule_3_EAM,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,CLMST,CLMST.C1NM4,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
MAS,_,CLMST,"CLMST.C1NLTY
CLMST.C1NM4","Entity Type
Name 1
Name 2",Name_Rule_3_MAS,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,CLMST,CLMST.C1NM4,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_LEGAL_NAME","Entity Type
Legal Name
Long Name",Name_Rule_3_MRX,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_LEGAL_NAME,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldName","Entity Type
Name",Name_Rule_3_POR,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,tblCustomers,tblCustomers.fldName,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_CUSM_NAME","Entity Type
Name",Name_Rule_3_TCS,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,MIS004,MIS004.MI004_CUSM_NAME,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUSTOMER_NAME","Entity Type
Name",Name_Rule_3_Tomswin,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,TMS_Customers,TMS_Customers.CUSTOMER_NAME,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
WMS,_,DL_CIF,DL_CIF.CIF_CLEINT_NAME,"Entity Type = ORG
Name",Name_Rule_3_WMS,Customer Name,"No special character allowed except for ""@"", ""_"", "" ' "", ""/"", ""."", "","" ,""("","")"",""&"", alpha & numeric characters are allowed",,DL_CIF,DL_CIF.CIF_CLEINT_NAME,,,,,Regex: Cannot allow special characters except for specific symbols and alphanumeric with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMBRN+FLMPRD+FLMLA#+FLMCHK","Entity Type
Customer Number",Customer_No_Rule_1_AMS,Customer Number,<> blank,,FLACM,"FLACM.FLMBRN,FLACM.FLMPRD,FLACM.FLMLA#,FLACM.FLMCHK",,,,,Cannot be blank
CLS,_,"LNMAST
CFMAST
LNDHIS","CFMAST.CFCOD2
LNDHIS.LHDORC
LNMAST.CIFNO","Entity Type
Customer Number",Customer_No_Rule_1_CLS,Customer Number,Cust Num <> blank,,"LNDHIS,LNMAST",LNMAST.CIFNO,,,,,Cannot be blank
CPR,_,FTDWM601,FTDWM601.CB_CIF_NO,"Entity Type
Customer Number",Customer_No_Rule_1_CPR,Customer Number,<> blank,,FTDWM601,FTDWM601.CB_CIF_NO.CB_CIF_NO,,,,,Cannot be blank
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1CD","Entity Type
Customer Number",Customer_No_Rule_1_EAM,Customer Number,<> blank,,CLMST,CLMST.C1CD,,,,,Cannot be blank
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1CD","Entity Type
Customer Number",Customer_No_Rule_1_MAS,Customer Number,<> blank,,CLMST,CLMST.C1CD,,,,,Cannot be blank
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID
TRN_CPDF_DBF.M_LABEL","Entity Type
Customer Number",Customer_No_Rule_1_MRX,Customer Number,<> blank,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_LABEL,,,,,Cannot be blank
TCS,Loan and Deposit,MIS004,MIS004.MI004_ACCT_NO,Customer Number,Customer_No_Rule_1_TCS,Customer Number,Cust Num <> blank,,MIS004,MIS004.MI004_ACCT_NO,,,,,Cannot be blank
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1
FLACM.FLMDB2
FLACM.FLMNI1
FLACM.FLMNI2
FLACM.FLMTT1
FLACM.FLMTT2","Entity Type
Date of Birth
ID Type = New IC
Id Number",DOB_Rule_1_AMS,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (06) available then no validation needed","DOB/ ID type/ID Number detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB/ ID type/ID Number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",FLACM,"FLACM.FLMNI1,FLACM.FLMNI2,FLACM.FLMTT1,FLACM.FLMTT2",,,Birthdate specific check with NRIC with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6
CFMAST.CFSSCD
CFMAST.CFSSNO","Entity Type
Date of Birth
Id Type = 'AMK'
Id Number",DOB_Rule_1_CLS,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits 
Note: if New ic (AMK or APR) no validation needed",,CFMAST,CFMAST.CFBIR6,CFMAST,"CFMAST.CFSSCD,CFMAST.CFSSNO",,,Birthdate specific check with NRIC with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY _TYPE 
FTDWM601.CB_DOB
FTDWM601.CB_NEW_IC_NO","Entity Type
Date of Birth
Id Number = New IC",DOB_Rule_1_CPR,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,FTDWM601,FTDWM601.CB_DOB,FTDWM601,FTDWM601.CB_NEW_IC_NO,,,Birthdate specific check with NRIC with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT
CLMST.C1IDTP
CLMST.C1ICP#","Entity Type
Date of Birth
Id Type
Id Number = New IC",DOB_Rule_1_EAM,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,CLMST,CLMST.C1BHDT,CLMST,"CLMST.C1IDTP,CLMST.C1ICP#",,,Birthdate specific check with NRIC with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.MC1TYP
CLMST.C1ICP#
CLMST.C1BHDT","Entity Type
Id Type = New IC (0006)
Id Number
Date of Birth",DOB_Rule_1_MAS,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,CLMST,CLMST.C1BHDT,CLMST,"CLMST.MC1TYP,CLMST.C1ICP#",,,Birthdate specific check with NRIC with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC","Entity Type
Date of Birth
Id Type = New IC
Id Number = New IC",DOB_Rule_1_MRX,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID_TYPE,TRN_CPDF_DBF.M_CUST_IC",,,Birthdate specific check with NRIC with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldDOB
tblCustomers.fldNewNRICNum","Entity Type
Date of Birth
Id Number = New IC",DOB_Rule_1_POR,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,tblCustomers,tblCustomers.fldDOB,tblCustomers,tblCustomers.fldNewNRICNum,,,Birthdate specific check with NRIC with Entity Type
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_BIRTH_DATE_1
MIS004.MI004_ID_TYPE
MIS004.MI004_CUSVDD_ID1","Entity Type
Date of Birth
Id type = New IC
Id Number",DOB_Rule_1_TCS,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,MIS004,MIS004.MI004_BIRTH_DATE_1,MIS004,"MIS004.MI004_ID_TYPE,MIS004.MI004_CUSVDD_ID1",,,Birthdate specific check with NRIC with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.DATE_OF_BIRTH
TMS_Customers.CUS_ID_TYP","Entity Type
Date of Birth
Id Number = New IC",DOB_Rule_1_Tomswin,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,TMS_Customers,TMS_Customers.DATE_OF_BIRTH,TMS_Customers,TMS_Customers.CUS_ID_TYP,,,Birthdate specific check with NRIC with Entity Type
WMS,_,DL_CIF,"DL_CIF.CIF_DOB
DL_CIF.CIF_CLIENT_ID","Entity Type = IDV
Date of Birth
Id Number = New IC",DOB_Rule_1_WMS,Date Of Birth,"BirthDt <> 'BLANK' & should cross checked against NRIC first 6 digits
Note: if New ic (0006) unavailable, then no validation needed",,DL_CIF,DL_CIF.CIF_DOB,DL_CIF,DL_CIF.CIF_CLIENT_ID,,,Birthdate specific check with NRIC with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1/FLMDB2","Entity Type
Date of Birth",DOB_Rule_2_AMS,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,Date must be minimum date maintained 01/01/1900
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date of Birth",DOB_Rule_2_CLS,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,CFMAST,CFMAST.CFBIR6,,,,,Date must be minimum date maintained 01/01/1900
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_DOB","Entity Type
Date of Birth",DOB_Rule_2_CPR,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,FTDWM601,FTDWM601.CB_DOB,,,,,Date must be minimum date maintained 01/01/1900
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_2_EAM,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,CLMST,CLMST.C1BHDT,,,,,Date must be minimum date maintained 01/01/1900
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_2_MAS,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,CLMST,CLMST.C1BHDT,,,,,Date must be minimum date maintained 01/01/1900
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date of Birth",DOB_Rule_2_MRX,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,Date must be minimum date maintained 01/01/1900
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldDOB","Entity Type
Date of Birth",DOB_Rule_2_POR,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,tblCustomers,tblCustomers.fldDOB,,,,,Date must be minimum date maintained 01/01/1900
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_BIRTH_DATE_1","Entity Type
Date of Birth",DOB_Rule_2_TCS,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,Date must be minimum date maintained 01/01/1900
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.DATE_OF_BIRTH","Entity Type
Date of Birth",DOB_Rule_2_Tomswin,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,TMS_Customers,TMS_Customers.DATE_OF_BIRTH,,,,,Date must be minimum date maintained 01/01/1900
WMS,_,DL_CIF,DL_CIF.CIF_DOB,"Entity Type = IDV
Date of Birth",DOB_Rule_2_WMS,Date Of Birth,Minimum Dt for DOB maintained by BNM is 01/01/1900.,,DL_CIF,DL_CIF.CIF_DOB,,,,,Date must be minimum date maintained 01/01/1900
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1/FLMDB2","Entity Type
Date of Birth",DOB_Rule_3_AMS,Date Of Birth,Dt <> future Dt from St&ard current Dt,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,"Date cannot be future date from current date, some with Entity Type"
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date of Birth",DOB_Rule_3_CLS,Date Of Birth,Dt <> future Dt from St&ard current Dt,,CFMAST,CFMAST.CFBIR6,,,,,"Date cannot be future date from current date, some with Entity Type"
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_DOB","Entity Type
Date of Birth",DOB_Rule_3_CPR,Date Of Birth,Dt <> future Dt from St&ard current Dt,,FTDWM601,FTDWM601.CB_DOB,,,,,"Date cannot be future date from current date, some with Entity Type"
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_3_EAM,Date Of Birth,Dt <> future Dt from St&ard current Dt,,CLMST,CLMST.C1BHDT,,,,,"Date cannot be future date from current date, some with Entity Type"
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_3_MAS,Date Of Birth,Dt <> future Dt from St&ard current Dt,,CLMST,CLMST.C1BHDT,,,,,"Date cannot be future date from current date, some with Entity Type"
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date of Birth",DOB_Rule_3_MRX,Date Of Birth,Dt <> future Dt from St&ard current Dt,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,"Date cannot be future date from current date, some with Entity Type"
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldDOB","Entity Type
Date of Birth",DOB_Rule_3_POR,Date Of Birth,Dt <> future Dt from St&ard current Dt,,tblCustomers,tblCustomers.fldDOB,,,,,"Date cannot be future date from current date, some with Entity Type"
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_BIRTH_DATE_1","Entity Type
Date of Birth",DOB_Rule_3_TCS,Date Of Birth,Dt <> future Dt,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,"Date cannot be future date from current date, some with Entity Type"
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.DATE_OF_BIRTH","Entity Type
Date of Birth",DOB_Rule_3_Tomswin,Date Of Birth,Dt <> future Dt from St&ard current Dt,,TMS_Customers,TMS_Customers.DATE_OF_BIRTH,,,,,"Date cannot be future date from current date, some with Entity Type"
WMS,_,DL_CIF,DL_CIF.CIF_DOB,"Entity Type = IDV
Date of Birth",DOB_Rule_3_WMS,Date Of Birth,Dt <> future Dt from St&ard current Dt,,DL_CIF,DL_CIF.CIF_DOB,,,,,"Date cannot be future date from current date, some with Entity Type"
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1
FLACM.FLMDB2","Entity Type
Date of Birth",DOB_Rule_4 _AMS,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,Standard date validation rules must follow source date format with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date of Birth",DOB_Rule_4 _CLS,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,CFMAST,CFMAST.CFBIR6,,,,,Standard date validation rules must follow source date format with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_DOB","Entity Type
Date of Birth",DOB_Rule_4 _CPR,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,FTDWM601,FTDWM601.CB_DOB,,,,,Standard date validation rules must follow source date format with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_4 _EAM,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,CLMST,CLMST.C1BHDT,,,,,Standard date validation rules must follow source date format with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date of Birth",DOB_Rule_4 _MAS,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,CLMST,CLMST.C1BHDT,,,,,Standard date validation rules must follow source date format with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date of Birth",DOB_Rule_4 _MRX,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,Standard date validation rules must follow source date format with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldDOB","Entity Type
Date of Birth",DOB_Rule_4 _POR,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,tblCustomers,tblCustomers.fldDOB,,,,,Standard date validation rules must follow source date format with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_BIRTH_DATE_1","Entity Type
Date of Birth",DOB_Rule_4 _TCS,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,Standard date validation rules must follow source date format with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.DATE_OF_BIRTH","Entity Type
Date of Birth",DOB_Rule_4 _Tomswin,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,TMS_Customers,TMS_Customers.DATE_OF_BIRTH,,,,,Standard date validation rules must follow source date format with Entity Type
WMS,_,DL_CIF,DL_CIF.CIF_DOB,"Entity Type = IDV
Date of Birth",DOB_Rule_4 _WMS,Date Of Birth,St&ard Dt validation rules must follow SRC Dt format,,DL_CIF,DL_CIF.CIF_DOB,,,,,Standard date validation rules must follow source date format with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1
FLACM.FLMDB2","Entity Type
Date Of Registration",DOR_Rule_1_AMS,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,Cannot be blank and follow source date format with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date Of Registration",DOR_Rule_1_CLS,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,CFMAST,CFMAST.CFBIR6,,,,,Cannot be blank and follow source date format with Entity Type
